Country,State,Year,Month,"Central Goods And Services Tax (Cgst) Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","State Goods And Services Tax (Sgst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Integrated Goods And Services Tax (Igst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Cess Tax Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Revenue Collection (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,Telangana,"Financial Year (Apr - Mar), 2020","March, 2021",1057.6528,1343.7551,1142.6647,622.3503,4166.4229000000005
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2020","March, 2021",38.551300000000000000000000,50.882900000000000000000000,202.275000000000000000000000,0.07100000000000000000000,291.780200000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2020","March, 2021",35.3382,44.4831,7.8972,0.1832,87.9017
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020","March, 2021",1533.8828,2119.0449,1785.6265,826.4541,6265.0083
India,Uttarakhand,"Financial Year (Apr - Mar), 2020","March, 2021",230.1917,354.3893,711.0422,7.9484,1303.5716
India,West Bengal,"Financial Year (Apr - Mar), 2020","March, 2021",1342.615,1665.1014,1093.8571,285.2188,4386.7923
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2020","February, 2021",7.4354,12.7695,2.9738,0.083,23.2617
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020","February, 2021",592.5495,814.0659,1016.4912,229.4662,2652.5728
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020","February, 2021",23.1841,30.5472,7.595,0.0373,61.363600000000005
India,Assam,"Financial Year (Apr - Mar), 2020","February, 2021",288.4048,374.2989,244.371,38.7651,945.8398
India,Bihar,"Financial Year (Apr - Mar), 2020","February, 2021",302.678,468.1572,168.6042,188.5465,1127.9859
India,Chandigarh,"Financial Year (Apr - Mar), 2020","February, 2021",28.959,37.9386,81.1743,0.4288,148.5007
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020","February, 2021",456.041,524.0114,868.9721,604.0728,2453.0973
India,Delhi,"Financial Year (Apr - Mar), 2020","February, 2021",720.2697,892.9645,2026.9356,87.2877,3727.4574999999995
India,Goa,"Financial Year (Apr - Mar), 2020","February, 2021",97.413,128.3821,116.4136,1.5934,343.8021
India,Gujarat,"Financial Year (Apr - Mar), 2020","February, 2021",2217.5943,2727.9311,2645.0211,630.6873,8221.2338
India,Haryana,"Financial Year (Apr - Mar), 2020","February, 2021",859.9659,1198.152,3118.848,412.8442,5589.810100000001
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020","February, 2021",108.9198,146.6205,406.8277,0.7499,663.1179
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2020","February, 2021",97.2163,141.1201,89.8838,1.6725,329.89270000000005
India,Jharkhand,"Financial Year (Apr - Mar), 2020","February, 2021",427.7944,552.9539,941.1911,399.0914,2321.0308
India,Karnataka,"Financial Year (Apr - Mar), 2020","February, 2021",1747.064,2230.6544,2759.87,843.8633,7581.4517
India,Kerala,"Financial Year (Apr - Mar), 2020","February, 2021",599.2737,856.8897,344.4178,5.5237,1806.1048999999998
India,Ladakh,"Financial Year (Apr - Mar), 2020","February, 2021",3.4814,4.3152,1.2481,0.0191,9.063799999999999
India,Lakshadweep,"Financial Year (Apr - Mar), 2020","February, 2021",0.2095,0.2227,0.023,0.0,0.45520000000000005
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020","February, 2021",657.1989,832.5564,712.0907,589.7249,2791.5709
India,Maharashtra,"Financial Year (Apr - Mar), 2020","February, 2021",4469.9008,5426.5399,5095.7904,1111.2655,16103.496599999999
India,Manipur,"Financial Year (Apr - Mar), 2020","February, 2021",10.5597,15.0264,6.5916,0.1663,32.344
India,Meghalaya,"Financial Year (Apr - Mar), 2020","February, 2021",25.5467,30.5393,88.2172,2.2016,146.50480000000002
India,Mizoram,"Financial Year (Apr - Mar), 2020","February, 2021",6.0482,9.8013,5.182,0.0261,21.0576
India,Nagaland,"Financial Year (Apr - Mar), 2020","February, 2021",12.0139,16.54,5.9063,0.3745,34.8347
India,Odisha,"Financial Year (Apr - Mar), 2020","February, 2021",624.165,781.0608,1345.7858,589.5543,3340.5658999999996
India,Puducherry,"Financial Year (Apr - Mar), 2020","February, 2021",19.2154,29.092,109.6089,0.1364,158.05270000000002
India,Punjab,"Financial Year (Apr - Mar), 2020","February, 2021",330.0599,510.8768,447.6669,10.7676,1299.3711999999998
India,Rajasthan,"Financial Year (Apr - Mar), 2020","February, 2021",813.9979,1068.4647,1154.8459,186.394,3223.7025000000003
India,Sikkim,"Financial Year (Apr - Mar), 2020","February, 2021",12.9676,18.4826,190.8415,0.0546,222.34629999999999
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020","February, 2021",1770.8707,2459.5152,2109.4944,668.3334,7008.213699999998
India,Telangana,"Financial Year (Apr - Mar), 2020","February, 2021",900.5729,1173.4087,986.9171,575.5408,3636.4395000000004
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2020","February, 2021",32.823000000000000000000000,42.211300000000000000000000,162.452000000000000000000000,0.218700000000000000000000,237.705000000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2020","February, 2021",22.7463,30.7585,9.1219,0.6234,63.250099999999996
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020","February, 2021",1281.1987,1790.551,1626.4761,1298.3964,5996.6222
India,Uttarakhand,"Financial Year (Apr - Mar), 2020","February, 2021",212.6947,308.4364,647.438,12.5643,1181.1334000000002
India,West Bengal,"Financial Year (Apr - Mar), 2020","February, 2021",1291.8923,1562.9952,1105.925,374.1668,4334.9793
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2020","January, 2021",7.6702,10.9417,1.8758,0.0266,20.514300000000002
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020","January, 2021",673.6018,922.7885,1102.7421,180.7732,2879.9056
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020","January, 2021",23.48,29.3526,7.1001,0.0735,60.0062
India,Assam,"Financial Year (Apr - Mar), 2020","January, 2021",309.06,406.6032,290.9662,43.5984,1050.2278000000001
India,Bihar,"Financial Year (Apr - Mar), 2020","January, 2021",316.8243,576.7248,128.3969,168.1391,1190.0851
India,Chandigarh,"Financial Year (Apr - Mar), 2020","January, 2021",29.0838,47.607,85.9731,2.7509,165.4148
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020","January, 2021",475.5985,558.0405,923.2819,570.1751,2527.096
India,Delhi,"Financial Year (Apr - Mar), 2020","January, 2021",713.3493,922.7898,2039.9864,111.0663,3787.1918
India,Goa,"Financial Year (Apr - Mar), 2020","January, 2021",95.6384,135.2293,144.5502,2.3379,377.7558
India,Gujarat,"Financial Year (Apr - Mar), 2020","January, 2021",2175.5787,2664.006,2612.9563,514.3547,7966.895699999999
India,Haryana,"Financial Year (Apr - Mar), 2020","January, 2021",926.7135,1286.9062,3258.1721,430.1861,5901.977899999999
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020","January, 2021",117.5808,173.8412,420.1977,1.6597,713.2794
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2020","January, 2021",105.1616,173.058,93.787,2.3866,374.39320000000004
India,Jharkhand,"Financial Year (Apr - Mar), 2020","January, 2021",383.5371,522.5801,975.9059,412.2034,2294.2264999999998
India,Karnataka,"Financial Year (Apr - Mar), 2020","January, 2021",1813.8244,2346.2058,3101.0113,716.3367,7977.3782
India,Kerala,"Financial Year (Apr - Mar), 2020","January, 2021",628.46,946.4561,345.318,13.3823,1933.6163999999999
India,Ladakh,"Financial Year (Apr - Mar), 2020","January, 2021",4.9404,8.0324,1.9947,0.1253,15.0928
India,Lakshadweep,"Financial Year (Apr - Mar), 2020","January, 2021",1.2234,1.315,0.022,0.0,2.5604
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020","January, 2021",660.7833,863.636,719.9652,511.9156,2756.3001
India,Maharashtra,"Financial Year (Apr - Mar), 2020","January, 2021",4858.3523,5856.3259,6320.2612,932.4927,17967.432099999998
India,Manipur,"Financial Year (Apr - Mar), 2020","January, 2021",13.8287,22.5087,2.8032,0.5293,39.6699
India,Meghalaya,"Financial Year (Apr - Mar), 2020","January, 2021",24.9101,36.61,75.3773,0.1232,137.0206
India,Mizoram,"Financial Year (Apr - Mar), 2020","January, 2021",9.6861,14.6218,13.2741,0.0298,37.6118
India,Nagaland,"Financial Year (Apr - Mar), 2020","January, 2021",17.1635,22.1722,5.7368,0.2771,45.3496
India,Odisha,"Financial Year (Apr - Mar), 2020","January, 2021",609.9322,777.708,1158.7738,591.0402,3137.4541999999997
India,Puducherry,"Financial Year (Apr - Mar), 2020","January, 2021",19.924,34.2825,100.4646,1.7797,156.4508
India,Punjab,"Financial Year (Apr - Mar), 2020","January, 2021",324.7564,566.7382,444.3529,16.1061,1351.9535999999998
India,Rajasthan,"Financial Year (Apr - Mar), 2020","January, 2021",835.1307,1129.3582,1160.1689,152.944,3277.6018
India,Sikkim,"Financial Year (Apr - Mar), 2020","January, 2021",12.2364,15.7112,215.7491,0.1697,243.8664
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020","January, 2021",1865.7224,2589.4129,2370.9943,567.0981,7393.2277
India,Telangana,"Financial Year (Apr - Mar), 2020","January, 2021",958.1873,1307.4709,1109.5264,508.2967,3883.4812999999995
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2020","January, 2021",34.285600000000000000000000,44.026700000000000000000000,203.429900000000000000000000,0.338300000000000000000000,282.080500000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2020","January, 2021",25.153,35.346,9.5333,0.4371,70.4694
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020","January, 2021",1358.1018,2037.0929,1526.8074,963.7038,5885.7059
India,Uttarakhand,"Financial Year (Apr - Mar), 2020","January, 2021",218.5322,327.6573,669.9429,9.9182,1226.0506
India,West Bengal,"Financial Year (Apr - Mar), 2020","January, 2021",1278.2296,1604.5432,1003.5552,312.531,4198.8589999999995
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2020","December, 2020",6.9804103,10.6130945,4.2916811,0.0244734,21.909659300000005
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020","December, 2020",606.9583137,817.2225452,925.1048894,231.3611411,2580.6468894
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020","December, 2020",16.6827731,23.6690586,5.1735221,0.0376978,45.563051599999994
India,Assam,"Financial Year (Apr - Mar), 2020","December, 2020",286.8918188,393.9395537,271.4277621,31.5388516,983.7979862000001
India,Bihar,"Financial Year (Apr - Mar), 2020","December, 2020",280.5515632,484.7016451,129.796736,172.1644987,1067.214443
India,Chandigarh,"Financial Year (Apr - Mar), 2020","December, 2020",29.4633777,40.6932303,87.6091916,0.582135,158.3479346
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020","December, 2020",466.6588195,551.6243837,795.4183102,535.6935064,2349.3950198
India,Delhi,"Financial Year (Apr - Mar), 2020","December, 2020",700.9709282,876.3769189,1784.558469,88.8275738,3450.7338899
India,Goa,"Financial Year (Apr - Mar), 2020","December, 2020",80.284358,114.3282018,145.0379262,2.0481471,341.6986331
India,Gujarat,"Financial Year (Apr - Mar), 2020","December, 2020",1997.550708,2464.529973,2491.707727,514.7787553,7468.5671633
India,Haryana,"Financial Year (Apr - Mar), 2020","December, 2020",938.7385568,1280.788877,3101.350293,425.6967286,5746.574455399999
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020","December, 2020",114.4487452,165.696191,389.0297902,0.5989693,669.7736957000001
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2020","December, 2020",79.3755547,132.4106323,104.7164873,1.9310795,318.4337538
India,Jharkhand,"Financial Year (Apr - Mar), 2020","December, 2020",350.6197718,492.9584496,871.0867796,435.4327989,2150.0977999
India,Karnataka,"Financial Year (Apr - Mar), 2020","December, 2020",1752.688577,2274.81767,2785.191283,646.4191185,7459.116648499999
India,Kerala,"Financial Year (Apr - Mar), 2020","December, 2020",585.0194441,847.8086559,339.7190697,3.8004291,1776.3475987999998
India,Ladakh,"Financial Year (Apr - Mar), 2020","December, 2020",2.5264146,3.8367779,1.7139352,0.0173981,8.0945258
India,Lakshadweep,"Financial Year (Apr - Mar), 2020","December, 2020",0.1881118,0.2504537,0.0878303,0.0000333,0.5264291
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020","December, 2020",628.4044783,823.3101557,651.4003744,511.1490192,2614.2640276
India,Maharashtra,"Financial Year (Apr - Mar), 2020","December, 2020",5098.359785,5916.530895,5760.898428,923.0567718,17698.8458798
India,Manipur,"Financial Year (Apr - Mar), 2020","December, 2020",15.0874265,20.2870842,5.183153,0.1262955,40.6839592
India,Meghalaya,"Financial Year (Apr - Mar), 2020","December, 2020",19.310947,27.7872451,58.4467621,0.3252016,105.8701558
India,Mizoram,"Financial Year (Apr - Mar), 2020","December, 2020",7.6138554,11.5454821,6.2153028,0.0099568,25.3845971
India,Nagaland,"Financial Year (Apr - Mar), 2020","December, 2020",15.6194627,17.7433763,4.5233209,0.3391792,38.2253391
India,Odisha,"Financial Year (Apr - Mar), 2020","December, 2020",589.4070668,765.2544781,965.7497954,539.7813201,2860.1926604
India,Puducherry,"Financial Year (Apr - Mar), 2020","December, 2020",19.4540613,30.1740097,109.1314618,0.2256717,158.98520449999998
India,Punjab,"Financial Year (Apr - Mar), 2020","December, 2020",341.8671153,531.6790981,469.6491035,9.5454228,1352.7407397000002
India,Rajasthan,"Financial Year (Apr - Mar), 2020","December, 2020",790.7040438,1095.762279,1078.662779,170.0035744,3135.1326762000003
India,Sikkim,"Financial Year (Apr - Mar), 2020","December, 2020",13.0610042,18.7810134,193.177397,0.1138233,225.1332379
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020","December, 2020",1814.88388,2427.409983,2148.970067,513.5981844,6904.8621144
India,Telangana,"Financial Year (Apr - Mar), 2020","December, 2020",869.789177,1154.462798,1032.486723,486.4954502,3543.2341482
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2020","December, 2020",36.228298500000000000000000000,46.840118100000000000000000000,179.576169400000000000000000000,0.089726900000000000000000000,262.734312900000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2020","December, 2020",27.6773961,39.9748028,6.4785366,0.1522025,74.282938
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020","December, 2020",1342.854321,1997.634786,1536.35857,1058.781177,5935.6288540000005
India,Uttarakhand,"Financial Year (Apr - Mar), 2020","December, 2020",209.0521178,337.5139275,689.8931856,9.0743959,1245.5336267999999
India,West Bengal,"Financial Year (Apr - Mar), 2020","December, 2020",1221.650848,1555.126795,1042.923182,294.500921,4114.201746
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2020","November, 2020",9.4570395,11.63697,1.9239886,0.0359864,23.0539845
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020","November, 2020",592.2108844,806.0422468,809.0675134,249.4087418,2456.7293864000003
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020","November, 2020",24.8411196,28.4028172,6.0760963,0.0077081,59.327741200000006
India,Assam,"Financial Year (Apr - Mar), 2020","November, 2020",270.4357041,345.5117277,278.0914675,33.9762547,928.015154
India,Bihar,"Financial Year (Apr - Mar), 2020","November, 2020",249.9478276,459.5291887,121.0207168,131.5652025,962.0629356
India,Chandigarh,"Financial Year (Apr - Mar), 2020","November, 2020",26.993661,35.0781115,78.1384766,0.619312,140.8295611
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020","November, 2020",394.7782486,465.1006381,796.6014839,513.6312985,2170.1116690999997
India,Delhi,"Financial Year (Apr - Mar), 2020","November, 2020",644.5193937,822.0793193,1819.472899,87.8494436,3373.9210556
India,Goa,"Financial Year (Apr - Mar), 2020","November, 2020",56.7035325,82.0397751,153.456076,1.8033649,294.00274850000005
India,Gujarat,"Financial Year (Apr - Mar), 2020","November, 2020",1922.900593,2414.540949,2675.333447,474.6972484,7487.4722374
India,Haryana,"Financial Year (Apr - Mar), 2020","November, 2020",890.3476591,1258.369221,3310.033255,447.2361122,5905.986247299999
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020","November, 2020",112.5089307,160.4452577,480.9788947,0.8876519,754.820735
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2020","November, 2020",90.5335055,146.6652545,118.1913487,2.9555985,358.3457072
India,Jharkhand,"Financial Year (Apr - Mar), 2020","November, 2020",315.4754363,420.4424696,752.3357194,414.6147251,1902.8683504
India,Karnataka,"Financial Year (Apr - Mar), 2020","November, 2020",1632.397212,2119.334681,2422.444554,670.6819636,6844.8584106
India,Kerala,"Financial Year (Apr - Mar), 2020","November, 2020",503.3059299,734.4278756,302.2643779,2.5635273,1542.5617107
India,Ladakh,"Financial Year (Apr - Mar), 2020","November, 2020",2.7975707,4.4066638,1.7294151,0.0034216,8.9370712
India,Lakshadweep,"Financial Year (Apr - Mar), 2020","November, 2020",0.1618376,0.2892777,0.0313567,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020","November, 2020",564.679556,737.89289,693.8805637,481.4098436,2477.8628533
India,Maharashtra,"Financial Year (Apr - Mar), 2020","November, 2020",3953.28565,4831.740941,5117.50224,987.9299326,14890.4587636
India,Manipur,"Financial Year (Apr - Mar), 2020","November, 2020",11.5083591,17.318584,2.6524578,0.0342681,31.513669
India,Meghalaya,"Financial Year (Apr - Mar), 2020","November, 2020",19.90211,25.1112222,73.6123628,0.4146464,119.0403414
India,Mizoram,"Financial Year (Apr - Mar), 2020","November, 2020",5.6608307,8.7082933,2.343135,0.0114808,16.7237398
India,Nagaland,"Financial Year (Apr - Mar), 2020","November, 2020",10.4728679,12.3424993,4.8410091,1.805168,29.4615443
India,Odisha,"Financial Year (Apr - Mar), 2020","November, 2020",530.5461554,678.0859177,786.9360437,524.847059,2520.4151758
India,Puducherry,"Financial Year (Apr - Mar), 2020","November, 2020",17.6363551,27.5911749,106.3463765,0.1723122,151.74621870000001
India,Punjab,"Financial Year (Apr - Mar), 2020","November, 2020",321.4331111,547.0132142,506.2755423,12.7912969,1387.5131645
India,Rajasthan,"Financial Year (Apr - Mar), 2020","November, 2020",777.4656199,1056.066978,1119.266653,165.9371377,3118.7363885999994
India,Sikkim,"Financial Year (Apr - Mar), 2020","November, 2020",15.1849859,24.2606673,182.5684712,0.0104178,222.0245422
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020","November, 2020",1693.354587,2346.835479,2362.328049,567.5174259,6970.0355409
India,Telangana,"Financial Year (Apr - Mar), 2020","November, 2020",760.5879535,1069.5182,910.1651069,415.4689681,3155.7402285
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2020","November, 2020",30.017259900000000000000000000,42.440646900000000000000000000,224.047774700000000000000000000,0.040230000000000000000000000,296.545911500000000200000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2020","November, 2020",20.1461261,29.149297,7.1928344,0.2337168,56.72197430000001
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020","November, 2020",1160.62726,1754.210732,1624.167804,951.6262855,5490.6320815
